Date,AAPL,GOOGL
2006-12-15,11.273974,240.390396
2006-12-18,10.984798,231.63163799999998
2006-12-19,11.092759,234.54954500000002
2006-12-20,10.893549,231.68168599999998
2006-12-21,10.6545,228.328323
2006-12-22,10.564532,228.018021
2006-12-26,10.475853,228.993988
2006-12-27,10.477139,234.249252
2006-12-28,10.393597999999999,231.51150499999997
2006-12-29,10.903831,230.47047400000002
2007-01-03,10.770167,234.02902200000003
2007-01-04,11.00922,241.87187200000002
2007-01-05,10.930819,243.838837
2007-01-08,10.984798,242.03202799999997
2007-01-09,11.897308,242.992996
2007-01-10,12.466661,244.97497599999997
2007-01-11,12.312438,250.11010699999997
2007-01-12,12.16078,252.75274700000003
2007-01-16,12.479513,252.39239500000002
2007-01-17,12.203192,248.88888500000002
2007-01-18,11.447481,244.159164
2007-01-19,11.374224,245.120117
2007-01-22,11.15445,240.66066
2007-01-23,11.014361,239.764771
2007-01-24,11.142883,249.78479
2007-01-25,11.085048,244.28929100000002
2007-01-26,10.973231,248.16816699999998
2007-01-29,11.045205000000001,246.481476
2007-01-30,10.995083000000001,247.40741
2007-01-31,11.018215,251.001007
2007-02-01,10.890979,241.116119
2007-02-02,10.892266000000001,240.99099700000002
2007-02-05,10.788160000000001,233.813812
2007-02-06,10.815147999999999,235.975983
2007-02-07,11.072194,235.240234
2007-02-08,11.076049000000001,235.750748
2007-02-09,10.702053,231.176178
2007-02-12,10.908974,229.37437400000002
2007-02-13,10.885842,229.779785
2007-02-14,10.962953,233.198196
2007-02-15,10.951384,230.965973
2007-02-16,10.902546000000001,235.2052
2007-02-20,11.040065,236.28628500000002
2007-02-21,11.464189999999999,238.16816699999998
2007-02-22,11.504031,238.163162
2007-02-23,11.447481,235.54554700000003
2007-02-26,11.375507,232.69769300000002
2007-02-27,10.786877,224.609604
2007-02-28,10.874274,224.94995099999997
2007-03-01,11.189150999999999,224.33934
2007-03-02,10.977087,219.559555
2007-03-05,11.094046,220.695694
2007-03-06,11.334381,229.003998
2007-03-07,11.273974,228.04805
2007-03-08,11.309961999999999,227.58758500000002
2007-03-09,11.306105,226.70671099999998
2007-03-12,11.550298,227.6026
2007-03-13,11.361369999999999,221.73674
2007-03-14,11.567005,224.22422799999998
2007-03-15,11.511741,223.31831400000002
2007-03-16,11.514311,220.64564500000003
2007-03-19,11.712235,223.838837
2007-03-20,11.757219000000001,222.862869
2007-03-21,12.064386,228.50351
2007-03-22,12.075953,231.25125099999997
2007-03-23,12.019403,231.146149
2007-03-26,12.318861,232.732727
2007-03-27,12.268739,232.042038
2007-03-28,11.983417,231.171173
2007-03-29,12.048964999999999,230.69068900000002
2007-03-30,11.941003,229.30931099999998
2007-04-02,12.036113,229.49449199999998
2007-04-03,12.145355,236.53652999999997
2007-04-04,12.115797,235.745743
2007-04-05,12.168489,235.99099700000002
2007-04-09,12.036113,234.33934
2007-04-10,12.113228,233.48349
2007-04-11,11.899877,232.497498
2007-04-12,11.848469,233.928925
2007-04-13,11.59785,233.378372
2007-04-16,11.750794,237.372375
2007-04-17,11.611989,236.636642
2007-04-18,11.618414,238.24324
2007-04-19,11.601707000000001,236.061066
2007-04-20,11.691673,241.481476
2007-04-23,12.01812,239.779785
2007-04-24,11.983417,239.003998
2007-04-25,12.254603999999999,239.23423799999998
2007-04-26,12.703144,240.83082599999997
2007-04-27,12.841946,239.74475099999998
2007-04-30,12.826526,235.925919
2007-05-01,12.784112,234.734741
2007-05-02,12.902353999999999,233.123123
2007-05-03,12.903636,236.851852
2007-05-04,12.956331,235.795792
2007-05-07,13.356038,233.86886600000003
2007-05-08,13.50255,233.638641
2007-05-09,13.736460999999998,234.859863
2007-05-10,13.795582000000001,230.965973
2007-05-11,13.975514000000002,233.60360699999998
2007-05-14,14.055198,231.121124
2007-05-15,13.818715,229.229233
2007-05-16,13.795582000000001,236.54153399999998
2007-05-17,14.065479999999999,235.71571400000002
2007-05-18,14.140022,235.39540099999996
2007-05-21,14.391928,235.535538
2007-05-22,14.592419,238.16816699999998
2007-05-23,14.508882999999999,237.222229
2007-05-24,14.22613,237.402405
2007-05-25,14.602701999999999,242.001999
2007-05-29,14.696525,243.798798
2007-05-30,15.264592000000002,249.54954500000002
2007-05-31,15.575614999999999,249.204208
2007-06-01,15.217038,250.45045499999998
2007-06-04,15.59361,253.78878799999998
2007-06-05,15.765834,259.679688
2007-06-06,15.890495999999999,259.38439900000003
2007-06-07,15.945763000000001,257.787781
2007-06-08,15.999742999999999,258.002991
2007-06-11,15.447092999999999,255.925919
2007-06-12,15.471510999999998,252.637634
2007-06-13,15.101369,252.872879
2007-06-14,15.262020999999999,251.671677
2007-06-15,15.486937,253.198196
2007-06-18,16.076851,257.85784900000004
2007-06-19,15.893066000000001,257.412415
2007-06-20,15.621882000000001,255.240234
2007-06-21,15.923913,257.312317
2007-06-22,15.808242000000002,262.752747
2007-06-25,15.723417000000001,263.973969
2007-06-26,15.377694,265.395386
2007-06-27,15.665576999999999,263.408417
2007-06-28,15.494645000000002,262.767761
2007-06-29,15.684860999999998,261.611603
2007-07-02,15.584610999999999,265.455444
2007-07-03,16.344177,267.43743900000004
2007-07-05,17.061335,271.08609
2007-07-06,17.003496,269.969971
2007-07-09,16.750311,271.551544
2007-07-10,17.009926,271.941956
2007-07-11,17.015068,272.507507
2007-07-12,17.230982,272.937927
2007-07-13,17.701376,276.356354
2007-07-16,17.748929999999998,276.771759
2007-07-17,17.853033,277.777771
2007-07-18,17.751501,275.02502400000003
2007-07-19,17.993118,274.56958
2007-07-20,18.47508,260.320313
2007-07-23,18.468651,256.511505
2007-07-24,17.336370000000002,257.25726299999997
2007-07-25,17.640974,255.13513199999997
2007-07-26,18.764254,254.254257
2007-07-27,18.48793,256.201202
2007-07-30,18.17691,258.313324
2007-07-31,16.934092,255.25524900000002
2007-08-01,17.35051,256.726715
2007-08-02,17.542011,255.76075699999998
2007-08-03,16.945664999999998,251.75175499999997
2007-08-06,17.382633,255.25524900000002
2007-08-07,17.354368,258.26828
2007-08-08,17.223278,263.153168
2007-08-09,16.243931,257.62262000000004
2007-08-10,16.065285,258.133148
2007-08-13,16.423866,258.007996
2007-08-14,15.940619,254.55455
2007-08-15,15.409820000000002,249.024017
2007-08-16,15.043532,246.006012
2007-08-17,15.687428,250.27026400000003
2007-08-20,15.707994,249.20921299999998
2007-08-21,16.39559,253.558563
2007-08-22,17.030487,256.631622
2007-08-23,16.845413,256.351349
2007-08-24,17.389065,257.757751
2007-08-27,16.997072,256.886902
2007-08-28,16.299196,253.45346099999998
2007-08-29,17.232264,256.696686
2007-08-30,17.511164,255.955963
2007-08-31,17.797767999999998,257.882874
2007-09-04,18.527770999999998,262.83783
2007-09-05,17.576710000000002,264.164154
2007-09-06,17.351791,262.02203399999996
2007-09-07,16.935381,259.934937
2007-09-10,17.57028,257.497498
2007-09-11,17.413486,260.925934
2007-09-12,17.588279999999997,261.586578
2007-09-13,17.633257,262.652649
2007-09-14,17.840178,264.639648
2007-09-17,17.788773000000003,262.912903
2007-09-18,18.111357,267.902893
2007-09-19,18.092083,273.6987
